R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,bead1,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,povaEn,protonEn,solubleMarker,volume,
1.1E-39,0.014,1900.0,4700.0,4700.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.1E-5,0.033,0.033,0.0,490.0,8.8,0.0,0.0,0.0,0.0,1.9E7,1.0,7.4E8,
1.1E-39,0.014,1900.0,4700.0,4700.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.3E-5,0.033,0.033,0.0,440.0,8.8,0.0,1.4E-27,1.2E-38,0.0,1.9E7,1.0,7.3E8,
1.1E-39,0.014,1900.0,4700.0,4700.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.4E-5,0.033,0.033,0.0,430.0,8.8,0.0,9.9E-27,2.2E-37,0.0,1.9E7,1.0,7.3E8,
1.1E-39,0.014,1900.0,4700.0,4600.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.7E-5,0.033,0.033,0.0,400.0,8.7,0.0,3.1E-26,8.8E-37,0.0,1.8E7,1.0,7.2E8,
1.1E-39,0.014,1900.0,4700.0,4600.0,3899999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.7E-5,0.033,0.033,0.0,390.0,8.7,0.0,1.0999999999999999E-25,3.7E-36,0.0,1.8E7,1.0,7.2E8,
1.1E-39,0.014,1800.0,4700.0,4600.0,3799999.9999999995,3500.0,3800.0,1100.0,7300.0,2700.0,0.16,3899999.9999999995,0.0,4.3E-5,0.033,0.033,0.0,350.0,8.7,0.0,2.6E-25,9.800000000000001E-36,0.0,1.8E7,1.0,7.1E8,
7.5E-39,0.081,22000.0,99000.0,6100.0,5100000.0,3400.0,3800.0,1100.0,7200.0,2600.0,0.16,5300000.0,0.0,7.5E-5,0.12,0.12,0.0,370.0,16.0,0.0,1.3999999999999999E-24,4.1E-30,0.0,1.9E7,1.0,7.3E8,
7.9E-40,0.0086,3900.0,590.0,6000.0,5000000.0,3400.0,3700.0,1100.0,7100.0,2600.0,0.16,5000000.0,0.0,8.0E-5,0.054,0.054,0.0,360.0,15.0,0.0,2.0E-24,2.4E-31,0.0,1.8E7,1.0,7.3E8,
7.6E-40,0.0082,3800.0,580.0,5900.0,4600000.0,3400.0,3700.0,1100.0,7000.0,2600.0,0.15,4700000.0,0.0,8.5E-5,0.051,0.051,0.0,360.0,14.0,0.0,2.5E-24,1.2E-31,0.0,1.7E7,1.0,7.3E8,
7.5E-40,0.0081,3800.0,570.0,5900.0,4500000.0,3300.0,3600.0,1100.0,6900.0,2500.0,0.15,4500000.0,0.0,8.9E-5,0.05,0.05,0.0,360.0,14.0,0.0,3.7E-24,5.5E-32,0.0,1.7E7,1.0,7.2E8,
