entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.156,0.1873,0.1662,0.1037,0.05263,0.2754,0.1088,0.02153,0.05883,0.06671,0.05513,0.04549,0.04549,
2.202,0.1875,0.1292,0.0818,0.04115,0.2158,0.08393,0.01707,0.04663,0.05288,0.0437,0.1434,0.1444,
2.202,0.1805,0.128,0.08125,0.04088,0.215,0.08354,0.01711,0.04677,0.05303,0.04383,0.1446,0.1461,
2.202,0.1723,0.1286,0.08071,0.04061,0.2134,0.08259,0.01716,0.04688,0.05316,0.04426,0.1453,0.1473,
2.203,0.1711,0.128,0.08001,0.04058,0.2123,0.0825,0.01721,0.04703,0.05333,0.0444,0.1458,0.1488,
2.203,0.1857,0.1277,0.07958,0.04056,0.2116,0.08257,0.01722,0.04712,0.05343,0.04448,0.1461,0.1496,
2.205,0.1798,0.1284,0.07944,0.04058,0.2113,0.08201,0.01724,0.04719,0.05351,0.04584,0.145,0.1496,
2.206,0.1844,0.1281,0.07967,0.04063,0.2092,0.08208,0.01731,0.04736,0.05371,0.04601,0.1455,0.1504,
2.208,0.1648,0.1304,0.07975,0.04051,0.2073,0.08171,0.01738,0.04756,0.05393,0.04621,0.1461,0.1491,
2.208,0.167,0.1303,0.0798,0.04054,0.2069,0.08182,0.0174,0.04763,0.05401,0.04627,0.1471,0.1483,
2.209,0.1628,0.1311,0.07958,0.04059,0.2061,0.08202,0.01745,0.04775,0.05414,0.04638,0.1474,0.1475,
2.209,0.1547,0.1307,0.07957,0.0406,0.206,0.0817,0.01745,0.04776,0.05415,0.04639,0.1475,0.1482,
2.209,0.1649,0.1329,0.07955,0.04035,0.2058,0.08177,0.01747,0.0478,0.0542,0.04643,0.1476,0.1462,
2.209,0.168,0.1328,0.0795,0.04001,0.2055,0.08149,0.01748,0.04784,0.05424,0.04647,0.1477,0.147,
2.209,0.1698,0.1324,0.07935,0.04002,0.2054,0.08124,0.01749,0.04787,0.05428,0.0465,0.1478,0.1477,
2.211,0.1665,0.1322,0.0793,0.04,0.2051,0.08098,0.01746,0.04784,0.05425,0.0485,0.1464,0.1479,
2.21,0.1393,0.1316,0.07908,0.03992,0.2048,0.08051,0.01743,0.04775,0.05415,0.04841,0.1484,0.148,
2.21,0.1234,0.1314,0.07886,0.03989,0.2042,0.08038,0.0174,0.0477,0.05411,0.04838,0.1497,0.148,
2.209,0.124,0.1303,0.07878,0.03987,0.204,0.08037,0.01739,0.04769,0.0541,0.04837,0.1505,0.1487,
2.209,0.1178,0.13,0.07879,0.03988,0.2039,0.07965,0.0174,0.0477,0.05411,0.04838,0.1505,0.1498,
2.212,0.1287,0.133,0.07865,0.03991,0.2036,0.07913,0.01741,0.04774,0.05415,0.05115,0.1479,0.1474,
2.212,0.1283,0.1325,0.07848,0.0399,0.2028,0.07893,0.01741,0.04773,0.05415,0.05115,0.1494,0.1476,
2.213,0.1276,0.1332,0.07845,0.03954,0.2025,0.07853,0.0174,0.04772,0.05414,0.05274,0.1485,0.1473,
2.214,0.1262,0.134,0.07846,0.03957,0.2022,0.07752,0.0173,0.04776,0.05418,0.05384,0.1475,0.1476,
2.214,0.1201,0.1335,0.07851,0.03961,0.2015,0.07655,0.01732,0.04781,0.05424,0.0539,0.1477,0.1494,
2.213,0.1161,0.1332,0.07856,0.0394,0.201,0.07577,0.01733,0.04785,0.05428,0.05394,0.1478,0.1509,
2.213,0.1362,0.1329,0.07846,0.03941,0.2005,0.0756,0.01734,0.04787,0.05427,0.05395,0.1486,0.1511,
2.212,0.1193,0.1323,0.07844,0.03912,0.2001,0.07485,0.01735,0.0479,0.05431,0.054,0.1487,0.1529,
2.214,0.1224,0.1331,0.0785,0.03914,0.1997,0.07471,0.01736,0.04794,0.05435,0.05506,0.1478,0.1522,
2.213,0.1176,0.133,0.0784,0.03913,0.1993,0.07433,0.01736,0.04794,0.05435,0.05506,0.1485,0.1526,
