R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pepEn,pepMHCIEn,protonEn,solubleMarker,volume,
2.6E-39,0.0089,2200.0,4600.0,3800.0,4099999.9999999995,1400.0,4500.0,240.0,3200.0,6100.0,0.15,4099999.9999999995,1.5E-5,0.097,0.097,0.0,520.0,8.7,0.0,0.0,0.0,2.9E7,1.0,7.8E8,
9.1E-40,0.0065,30.0,2900.0,500.0,4099999.9999999995,1400.0,4400.0,230.0,3100.0,5900.0,0.15,4099999.9999999995,1.4E-5,0.1,0.1,0.0,500.0,8.4,0.0,0.0,0.0,2.9E7,1.0,7.8E8,
2.6E-39,0.0089,2200.0,4600.0,3800.0,4099999.9999999995,1400.0,4500.0,240.0,3200.0,6100.0,0.15,4099999.9999999995,1.6E-5,0.097,0.097,0.0,480.0,8.7,0.0,0.0,0.0,2.8E7,1.0,7.8E8,
1.1E-38,0.11,25000.0,100000.0,1100.0,6599999.999999999,1400.0,4400.0,230.0,3100.0,5900.0,0.15,6799999.999999999,5.1,0.16,0.16,0.0,630.0,7.1,0.0,0.0,0.0,2.8E7,1.0,8.1E8,
3.3E-38,0.15,18000.0,220000.0,21000.0,1.1E7,11000.0,2000.0,1400.0,6300.0,12000.0,0.31,1.1E7,7.2E-5,0.37,0.37,0.0,1100.0,32.0,0.0,0.0,0.0,5.4E7,1.0,1.6E9,
2.2E-38,0.098,230.0,130000.0,21000.0,1.1E7,3000.0,2000.0,1400.0,6200.0,12000.0,0.3,1.1E7,9.0E-5,0.3,0.3,0.0,1000.0,31.0,0.0,0.0,0.0,5.0E7,1.0,1.6E9,
1.6E-39,0.0074,230.0,790.0,1200.0,1.1E7,3000.0,2000.0,1400.0,6200.0,4300.0,0.3,1.1E7,3.8E-5,0.12,0.12,0.0,970.0,11.0,0.0,0.0,0.0,4.7E7,1.0,1.6E9,
1.6E-39,0.0072,230.0,790.0,1200.0,1.0E7,3000.0,2000.0,1300.0,6200.0,4200.0,0.29,1.0E7,4.3E-5,0.12,0.12,0.0,960.0,11.0,0.0,0.0,0.0,4.5E7,1.0,1.6E9,
1.6E-39,0.0071,230.0,790.0,1200.0,1.0E7,3000.0,2000.0,1300.0,6100.0,4200.0,0.29,1.0E7,4.8E-5,0.12,0.12,0.0,940.0,11.0,0.0,0.0,0.0,4.3E7,1.0,1.6E9,
1.4999999999999998E-39,0.0066,230.0,780.0,1200.0,9300000.0,3000.0,2000.0,1300.0,6100.0,4200.0,0.29,9400000.0,5.1E-5,0.11,0.11,0.0,870.0,10.0,0.0,0.0,0.0,4.1E7,1.0,1.6E9,
1.3999999999999999E-39,0.0064,230.0,770.0,1100.0,8900000.0,3000.0,1900.0,1300.0,6000.0,4200.0,0.28,9000000.0,5.4E-5,0.11,0.11,0.0,850.0,9.9,0.0,0.0,0.0,3.9E7,1.0,1.6E9,
1.3999999999999999E-39,0.0061,220.0,770.0,1100.0,8500000.0,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,8500000.0,5.6E-5,0.11,0.11,0.0,810.0,9.5,0.0,0.0,0.0,3.8E7,1.0,1.6E9,
1.3E-39,0.0061,220.0,770.0,1100.0,8400000.0,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,8400000.0,5.9E-5,0.11,0.11,0.0,800.0,9.3,0.0,0.0,0.0,3.7E7,1.0,1.6E9,
1.3E-39,0.0059,220.0,770.0,1100.0,8099999.999999999,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,8099999.999999999,5.9E-5,0.1,0.1,0.0,790.0,9.0,0.0,0.0,0.0,3.6E7,1.0,1.6E9,
1.3E-39,0.0058,220.0,770.0,1100.0,7899999.999999999,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,7899999.999999999,6.1E-5,0.1,0.1,0.0,780.0,8.9,0.0,2.9E-18,3.5E-29,3.6E7,1.0,1.6E9,
1.1999999999999999E-39,0.0055,220.0,770.0,1100.0,7499999.999999999,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,7499999.999999999,5.9E-5,0.098,0.098,0.0,780.0,8.4,0.0,7.7E-18,8.4E-29,3.5E7,1.0,1.6E9,
1.1E-39,0.0051,220.0,770.0,1100.0,6799999.999999999,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,6899999.999999999,5.6E-5,0.092,0.092,0.0,780.0,7.8,0.0,2.9E-17,2.5E-28,3.5E7,1.0,1.6E9,
1.1E-39,0.005,220.0,770.0,1100.0,6499999.999999999,2900.0,1900.0,1300.0,6000.0,4100.0,0.28,6499999.999999999,5.5E-5,0.09,0.09,0.0,790.0,7.5,0.0,1.1E-16,1.2E-27,3.5E7,1.0,1.6E9,
1.7E-38,0.081,5000.0,130000.0,1500.0,9800000.0,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,1.0E7,1.5E-4,0.22,0.22,0.0,860.0,19.0,0.37,2.9E-13,1.9E-20,3.5E7,1.0,1.6E9,
1.3999999999999999E-39,0.0068,5000.0,630.0,1500.0,9700000.0,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,9800000.0,1.5E-4,0.11,0.11,0.0,860.0,19.0,0.05,2.9E-13,1.1E-21,3.5E7,1.0,1.6E9,
1.3E-39,0.0066,5000.0,630.0,1500.0,9400000.0,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,9400000.0,1.4E-4,0.11,0.11,0.0,860.0,18.0,0.0025,2.9E-13,5.799999999999999E-22,3.5E7,1.0,1.6E9,
1.3E-39,0.0065,5000.0,630.0,1500.0,9300000.0,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,9300000.0,1.4E-4,0.11,0.11,0.0,860.0,18.0,1.3E-4,2.9E-13,3.2E-22,3.5E7,1.0,1.6E9,
1.3E-39,0.0062,5000.0,630.0,1500.0,8700000.0,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,8800000.0,1.4E-4,0.11,0.11,0.0,870.0,17.0,2.3E-6,2.9E-13,1.5E-22,3.4E7,1.0,1.6E9,
1.1999999999999999E-39,0.0059,5000.0,630.0,1500.0,8199999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,8199999.999999999,1.3E-4,0.1,0.1,0.0,860.0,16.0,1.2E-7,2.9E-13,9.1E-23,3.4E7,1.0,1.6E9,
1.1999999999999999E-39,0.0057,5000.0,630.0,1500.0,7799999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,7899999.999999999,1.3E-4,0.098,0.098,0.0,840.0,16.0,5.8E-9,2.9E-13,5.9E-23,3.4E7,1.0,1.6E9,
1.1E-39,0.0055,5000.0,630.0,1500.0,7599999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.28,7599999.999999999,1.3E-4,0.096,0.096,0.0,840.0,15.0,7.9E-10,2.9E-13,4.6E-23,3.3E7,1.0,1.6E9,
1.1E-39,0.0052,5000.0,630.0,1500.0,6999999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6999999.999999999,1.2E-4,0.091,0.091,0.0,840.0,14.0,1.5E-11,3.0E-13,3.2000000000000003E-23,3.3E7,1.0,1.6E9,
1.0E-39,0.0051,5000.0,630.0,1500.0,6899999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6899999.999999999,1.2E-4,0.09,0.09,0.0,840.0,14.0,2.7E-13,3.0E-13,2.7E-23,3.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6599999.999999999,1.1E-4,0.087,0.087,0.0,840.0,14.0,1.8E-15,3.0E-13,2.3E-23,3.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.1E-4,0.087,0.087,0.0,840.0,13.0,1.3E-17,3.1E-13,2.3E-23,3.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,9.9E-5,0.087,0.087,0.0,840.0,13.0,3.2E-20,3.2E-13,2.2E-23,3.5E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,8.2E-5,0.087,0.087,0.0,820.0,13.0,8.1E-23,3.3E-13,2.0E-23,3.7E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,6.7E-5,0.087,0.087,0.0,820.0,13.0,2.1E-25,3.5E-13,1.7E-23,4.0E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,5.4E-5,0.087,0.087,0.0,810.0,13.0,1.4E-27,3.6E-13,1.4000000000000002E-23,4.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,4.3E-5,0.087,0.087,0.0,810.0,13.0,4.2E-28,3.8E-13,1.2E-23,4.7E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,3.5E-5,0.087,0.087,0.0,810.0,13.0,9.9E-29,4.0E-13,1.0E-23,5.0E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.9E-5,0.087,0.087,0.0,810.0,13.0,0.0,4.2E-13,8.899999999999999E-24,5.4E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,3.0E-5,0.087,0.087,0.0,800.0,13.0,3.5E-30,4.4E-13,8.1E-24,5.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,3.4E-5,0.087,0.087,0.0,800.0,13.0,8.9E-33,4.6E-13,9.0E-24,5.1E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,3.4E-5,0.087,0.087,0.0,790.0,13.0,2.3E-35,4.9E-13,1.0E-23,5.1E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,3.1E-5,0.087,0.087,0.0,780.0,13.0,5.7E-38,5.2E-13,1.0E-23,5.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.8E-5,0.087,0.087,0.0,780.0,13.0,1.6E-40,5.6E-13,1.0E-23,5.5E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.4E-5,0.087,0.087,0.0,780.0,13.0,4.4E-42,6.0E-13,9.7E-24,5.8E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.1E-5,0.087,0.087,0.0,780.0,13.0,0.0,6.4E-13,9.0E-24,6.1E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.8E-5,0.087,0.087,0.0,770.0,13.0,0.0,6.9E-13,8.4E-24,6.4E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.7E-5,0.087,0.087,0.0,770.0,13.0,0.0,7.4E-13,7.8E-24,6.6E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.1E-5,0.087,0.087,0.0,770.0,13.0,0.0,7.9E-13,9.099999999999998E-24,6.1E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.3E-5,0.087,0.087,0.0,760.0,13.0,0.0,8.6E-13,1.1E-23,5.9E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.3E-5,0.087,0.087,0.0,750.0,13.0,0.0,9.4E-13,1.3E-23,5.9E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,2.1E-5,0.087,0.087,0.0,750.0,13.0,0.0,1.0E-12,1.3E-23,6.1E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.9E-5,0.087,0.087,0.0,740.0,13.0,0.0,1.1E-12,1.4000000000000002E-23,6.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.7E-5,0.087,0.087,0.0,740.0,13.0,0.0,1.2E-12,1.3E-23,6.6E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.5E-5,0.087,0.087,0.0,740.0,13.0,0.0,1.4E-12,1.3E-23,6.9E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.3E-5,0.087,0.087,0.0,740.0,13.0,0.0,1.5E-12,1.3E-23,7.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.6E-5,0.087,0.087,0.0,720.0,13.0,0.0,1.6E-12,1.4000000000000002E-23,6.7E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.9E-5,0.087,0.087,0.0,720.0,13.0,0.0,1.8E-12,1.8E-23,6.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.9E-5,0.087,0.087,0.0,720.0,13.0,0.0,1.9E-12,2.1E-23,6.2E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.9E-5,0.087,0.087,0.0,710.0,13.0,0.0,2.1E-12,2.4E-23,6.3E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.7E-5,0.087,0.087,0.0,700.0,13.0,0.0,2.3E-12,2.5E-23,6.5E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.5E-5,0.087,0.087,0.0,690.0,13.0,0.0,2.6E-12,2.5E-23,6.8E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.4E-5,0.087,0.087,0.0,690.0,13.0,0.0,2.8E-12,2.5E-23,7.1E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.2E-5,0.087,0.087,0.0,690.0,13.0,0.0,3.1E-12,2.4E-23,7.4E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.3E-5,0.087,0.087,0.0,680.0,13.0,0.0,3.4E-12,2.5E-23,7.2E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.6E-5,0.087,0.087,0.0,670.0,13.0,0.0,3.7E-12,3.2000000000000003E-23,6.6E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.8E-5,0.087,0.087,0.0,670.0,13.0,0.0,4.0E-12,3.9E-23,6.4E7,1.0,1.6E9,
1.0E-39,0.0049,5000.0,630.0,1500.0,6499999.999999999,2900.0,1900.0,1300.0,5900.0,4100.0,0.27,6499999.999999999,1.8E-5,0.087,0.087,0.0,670.0,13.0,0.0,4.3E-12,4.5000000000000003E-23,6.5E7,1.0,1.6E9,
