bead1Er,bead1Pm,bead1RabA,bead1RabB,bead1RabC,bead1RabD,bead1RabE,bead1RabF,bead1RabG,bead1RabH,bead1RabI,cMHCIEnEr,cMHCIEnPm,cMHCIEnRabA,cMHCIEnRabB,cMHCIEnRabC,cMHCIEnRabD,cMHCIEnRabE,cMHCIEnRabF,cMHCIEnRabG,cMHCIEnRabH,cMHCIEnRabI,exCxEnEr,exCxEnPm,exCxEnRabA,exCxEnRabB,exCxEnRabC,exCxEnRabD,exCxEnRabE,exCxEnRabF,exCxEnRabG,exCxEnRabH,exCxEnRabI,imCxEnEr,imCxEnPm,imCxEnRabA,imCxEnRabB,imCxEnRabC,imCxEnRabD,imCxEnRabE,imCxEnRabF,imCxEnRabG,imCxEnRabH,imCxEnRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,oMHCIEnEr,oMHCIEnPm,oMHCIEnRabA,oMHCIEnRabB,oMHCIEnRabC,oMHCIEnRabD,oMHCIEnRabE,oMHCIEnRabF,oMHCIEnRabG,oMHCIEnRabH,oMHCIEnRabI,ovaCyCy,pepCyCy,pepEnEr,pepEnPm,pepEnRabA,pepEnRabB,pepEnRabC,pepEnRabD,pepEnRabE,pepEnRabF,pepEnRabG,pepEnRabH,pepEnRabI,pepMHCIEnEr,pepMHCIEnPm,pepMHCIEnRabA,pepMHCIEnRabB,pepMHCIEnRabC,pepMHCIEnRabD,pepMHCIEnRabE,pepMHCIEnRabF,pepMHCIEnRabG,pepMHCIEnRabH,pepMHCIEnRabI,povaEnEr,povaEnPm,povaEnRabA,povaEnRabB,povaEnRabC,povaEnRabD,povaEnRabE,povaEnRabF,povaEnRabG,povaEnRabH,povaEnRabI,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfEnPm,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.0,164.5,183.8,154.6,0.04902,5.632,0.2397,0.1645,0.9829,0.4028,0.0,343.6,0.1339,0.6699,0.6161,0.06901,0.1893,0.05927,0.08164,4.769,11.01,0.0,343.6,0.1339,0.6699,0.6161,0.06901,0.1893,0.05927,0.08164,4.769,11.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.6,90.88,37.71,794.2,165.2,3.317,3.693,30.57,4.163,0.0,45.19,6.712,11.05,64.07,39.95,0.1306,0.01362,0.01546,0.0119,0.01397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,0.0,81620.0,58200.0,47750.0,2.23E7,45540.0,21470.0,24240.0,13490.0,24790.0,0.0,4.68E-36,2.4150000000000002E-36,1.37E-35,1.6810000000000002E-35,8.848E-37,3.9829999999999995E-37,1.252E-38,7.804E-39,4.854E-38,2.182E-38,2.08E-35,0.0,0.6631,1.194,3.006,1.58,0.1345,0.0437,0.003975,0.002625,0.01634,0.009706,0.0,0.0,2.511E-4,1.092E-4,8.2E-4,0.9961,0.001029,4.119E-4,5.405E-4,6.266E-5,6.565E-4,0.0,1.0E-5,0.009344,0.008912,0.006466,0.2417,0.01391,0.001641,6.993E-4,0.005386,9.758E-4,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,158.3,187.6,154.2,0.0515,5.29,0.2249,0.1656,0.9683,0.4065,0.0,343.6,0.1291,0.7273,0.545,0.07212,0.2041,0.06003,0.06968,3.756,12.03,0.0,343.6,0.1291,0.7273,0.545,0.07212,0.2041,0.06003,0.06968,3.756,12.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.5,94.78,39.05,764.5,165.2,3.338,3.683,29.86,4.267,0.0,45.19,5.882,9.819,64.14,38.83,0.09761,0.01328,0.01518,0.01178,0.01371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.559E-4,0.0,105.5,75190.0,52550.0,44900.0,2.135E7,42620.0,20140.0,22750.0,13210.0,23450.0,0.0,4.711E-36,2.2160000000000003E-36,1.5380000000000001E-35,1.66E-35,8.716E-37,4.129E-37,1.142E-38,7.828E-39,4.710999999999999E-38,2.196E-38,2.08E-35,0.0,0.678,1.118,3.151,1.57,0.1324,0.03489,0.003722,0.002642,0.01609,0.009768,0.0,0.0,2.511E-4,1.092E-4,8.2E-4,0.9961,0.001029,4.119E-4,5.405E-4,6.266E-5,6.565E-4,0.0,6.73E-5,0.00926,0.008904,0.006418,0.2395,0.01391,0.001632,6.853E-4,0.005409,9.636E-4,
0.0,0.9984,0.001554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592.0,177.2,183.7,158.8,0.05166,4.266,0.2252,0.1657,0.968,0.4066,0.0,343.6,0.1297,0.7305,0.5226,0.07006,0.2028,0.06046,0.06959,3.768,12.02,0.0,343.6,0.1297,0.7305,0.5226,0.07006,0.2028,0.06046,0.06959,3.768,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5,95.21,39.26,746.3,165.1,3.234,3.569,29.82,4.18,0.0,45.68,5.55,9.072,59.59,38.78,0.0888,0.01317,0.01509,0.01173,0.01362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9984.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.239E-4,0.0,392.4,72630.0,50560.0,43330.0,2.134E7,41300.0,19610.0,22190.0,12950.0,23150.0,0.0,3.997E-36,2.297E-36,1.501E-35,1.674E-35,8.457999999999999E-37,2.314E-37,1.139E-38,7.814999999999999E-39,4.653E-38,2.195E-38,2.08E-35,0.0,0.5729,1.261,3.085,1.605,0.1302,0.02551,0.003721,0.002642,0.01608,0.009769,0.0,0.0,2.511E-4,1.092E-4,8.2E-4,0.9961,0.001029,4.119E-4,5.405E-4,6.266E-5,6.565E-4,0.0,2.396E-4,0.00924,0.008807,0.006412,0.2381,0.01381,0.001632,6.757E-4,0.005406,9.579E-4,
0.0,0.9984,0.001554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,177.9,181.7,155.8,0.343,3.965,0.2278,0.1668,0.9682,0.4075,0.0,343.6,0.1291,0.7243,0.5099,0.08595,0.2002,0.06049,0.06953,3.768,12.02,0.0,343.6,0.1291,0.7243,0.5099,0.08595,0.2002,0.06049,0.06953,3.768,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.9,93.91,39.74,726.5,166.9,2.752,3.041,29.73,3.776,0.0,45.68,5.433,8.735,56.47,40.48,0.1697,0.03084,0.0344,0.01507,0.02826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9984.0,15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.688E-4,0.0,550.0,75270.0,47700.0,47900.0,2.098E7,55130.0,14900.0,17030.0,12000.0,19180.0,0.0,4.029E-36,2.2320000000000003E-36,1.471E-35,1.659E-35,1.0920000000000001E-36,2.3119999999999998E-37,1.133E-38,7.821E-39,4.6E-38,2.196E-38,2.08E-35,0.0,0.6094,1.267,3.058,1.565,0.1479,0.02554,0.003724,0.002645,0.01608,0.009773,0.0,0.0,2.529E-4,1.1E-4,8.259E-4,0.9961,0.001036,4.149E-4,5.444E-4,6.312E-5,6.613E-4,0.0,3.828E-4,0.009366,0.008719,0.006529,0.2374,0.01391,0.001507,5.375E-4,0.005381,8.545E-4,
0.0,0.9984,0.001554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1602.0,177.0,178.2,152.9,0.05124,3.989,0.2348,0.1656,0.9679,0.4064,0.0,343.6,0.1247,0.7578,0.4712,0.08779,0.1983,0.0606,0.06961,3.769,12.02,0.0,343.6,0.1247,0.7578,0.4712,0.08779,0.1983,0.0606,0.06961,3.769,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.5,96.98,38.59,707.9,164.1,2.706,2.984,29.71,3.715,0.0,45.7,0.7498,7.339,46.16,55.91,0.06096,0.0379,0.04349,0.01617,0.03899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9984.0,15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,849.0,114700.0,91560.0,121700.0,2.046E7,30800.0,12650.0,14140.0,11630.0,15820.0,0.0,4.475E-36,2.144E-36,1.49E-35,1.566E-35,1.1800000000000001E-36,2.297E-37,1.148E-38,8.044E-39,4.562E-38,2.217E-38,2.08E-35,0.0,0.6624,1.254,3.022,1.513,0.159,0.02532,0.00374,0.002665,0.01608,0.009795,0.0,0.0,0.002465,0.002956,0.004999,0.9876,7.631E-4,3.055E-4,4.009E-4,4.647E-5,4.869E-4,0.0,5.684E-4,0.009723,0.009182,0.007087,0.2358,0.01338,0.001487,5.13E-4,0.005382,8.22E-4,
0.0,0.9976,0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,183.3,177.1,132.5,0.03518,3.942,0.2349,0.1635,0.9678,0.4123,0.0,343.6,0.08383,0.9076,0.3299,0.07664,0.2154,0.05178,0.05303,3.764,12.07,0.0,343.6,0.08383,0.9076,0.3299,0.07664,0.2154,0.05178,0.05303,3.764,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,309.4,95.0,37.51,681.6,164.3,3.484,3.58,29.79,3.618,0.0,44.89,0.6923,7.25,66.24,54.97,0.04963,0.05117,0.05807,0.0186,0.04995,5.252E-29,4.217000000000001E-31,0.0,1.517E-35,2.4E-32,3.1320000000000004E-31,9.683E-32,5.833E-32,5.3E-32,3.137E-32,9.567999999999999E-33,7.541E-31,1.771E-31,0.0,5.694999999999999E-44,1.9679999999999998E-39,2.877E-36,8.998E-37,1.1599999999999999E-41,3.119E-40,3.0370000000000004E-42,1.056E-42,3.4639999999999995E-41,1.3969999999999998E-41,0.0,9976.0,23.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872E-4,0.0,1208.0,76650.0,48290.0,125000.0,1.991E7,29840.0,15330.0,17070.0,12100.0,18000.0,0.0,4.015E-36,2.1800000000000002E-36,1.509E-35,1.546E-35,9.477E-37,2.28E-37,1.069E-38,7.86E-39,4.433E-38,2.161E-38,2.08E-35,0.0,0.6038,1.318,2.96,1.501,0.1399,0.0862,0.004262,0.002847,0.01656,0.01021,0.0,0.0,5.407E-6,5.063E-4,0.005023,0.9925,7.669E-4,3.07E-4,4.028E-4,4.67E-5,4.893E-4,0.0,7.667E-4,0.009312,0.008834,0.007115,0.2343,0.01329,0.001555,5.853E-4,0.005379,8.873E-4,
0.0,0.9976,0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,189.1,163.5,138.5,0.03162,3.423,0.2307,0.1623,0.9643,0.4094,0.0,343.6,0.09527,0.9101,0.3323,0.0758,0.194,0.05148,0.05299,3.764,12.07,0.0,343.6,0.09527,0.9101,0.3323,0.0758,0.194,0.05148,0.05299,3.764,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,325.1,96.53,35.64,660.7,164.4,3.623,3.63,29.91,3.719,0.0,44.89,0.7826,7.499,88.79,28.33,0.02812,0.04301,0.04737,0.01736,0.03696,7.383E-28,1.497E-29,0.0,1.722E-32,3.066E-30,9.060000000000001E-30,2.022E-30,3.34E-30,1.781E-30,2.639E-31,8.677E-32,1.1589999999999999E-29,3.187E-30,0.0,7.857E-44,5.106E-37,2.271E-35,4.289E-35,2.874E-40,2.95E-39,3.767E-41,1.675E-41,1.32E-39,4.81E-40,0.0,9976.0,22.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.398E-4,0.0,1301.0,77830.0,46000.0,39010.0,1.924E7,28830.0,14830.0,16510.0,12020.0,17540.0,0.0,4.016E-36,2.471E-36,1.472E-35,1.585E-35,5.108E-37,1.357E-37,9.715E-39,7.48E-39,4.316E-38,2.086E-38,2.08E-35,0.0,0.6039,1.402,2.873,1.56,0.1042,0.02388,0.003785,0.002692,0.01612,0.009852,0.0,0.0,5.55E-6,5.198E-4,7.252E-5,0.9973,7.872E-4,3.152E-4,4.135E-4,4.794E-5,5.023E-4,0.0,9.006E-4,0.009284,0.008749,0.006247,0.2306,0.01316,0.001555,5.897E-4,0.005389,8.929E-4,
0.0,0.9976,0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.0,177.3,172.8,138.6,0.0281,2.917,0.2396,0.1699,0.9645,0.4088,0.0,343.6,0.09487,0.7976,0.4417,0.07441,0.1969,0.05193,0.05305,3.764,12.07,0.0,343.6,0.09487,0.7976,0.4417,0.07441,0.1969,0.05193,0.05305,3.764,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,335.7,95.89,30.76,641.3,172.5,3.992,3.076,28.77,3.15,0.0,44.89,0.7965,10.32,81.31,28.1,0.02774,0.04269,0.04702,0.0173,0.03669,3.418E-27,1.267E-28,0.0,1.966E-32,4.415E-29,1.822E-28,1.077E-28,3.495E-29,7.715999999999999E-29,1.5789999999999998E-29,4.241E-30,7.640999999999999E-29,2.197E-27,0.0,3.4399999999999996E-41,1.536E-35,9.981E-34,2.228E-33,2.324E-39,5.002E-38,1.09E-39,1.053E-39,8.361E-39,1.366E-38,0.0,9976.0,21.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,1377.0,77260.0,44960.0,38920.0,1.869E7,29320.0,15110.0,16900.0,12060.0,18090.0,0.0,4.492E-36,2.314E-36,1.491E-35,1.5290000000000002E-35,5.019E-37,6.521E-38,9.017E-39,6.765E-39,4.119E-38,2.009E-38,2.08E-35,0.0,0.6425,1.313,2.917,1.552,0.1032,0.01837,0.003738,0.002639,0.01601,0.009795,0.0,0.0,6.217E-6,5.822E-4,8.123E-5,0.997,8.817E-4,3.53E-4,4.632E-4,5.37E-5,5.626E-4,0.0,9.852E-4,0.009246,0.008751,0.00611,0.2268,0.01321,0.001566,5.954E-4,0.005381,8.943E-4,
0.0,0.9976,0.002381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1601.0,170.3,169.0,132.3,3.692,5.088,0.2399,0.1642,0.9647,0.409,0.0,343.6,0.08986,0.9504,0.28,0.08483,0.1948,0.05246,0.0533,3.764,12.07,0.0,343.6,0.08986,0.9504,0.28,0.08483,0.1948,0.05246,0.0533,3.764,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,348.0,96.2,31.18,650.1,167.2,5.048,3.636,30.03,3.749,0.0,44.89,1.047,9.056,86.5,28.51,0.05764,0.04311,0.04748,0.01738,0.03703,8.784E-27,4.851E-28,0.0,2.3250000000000002E-30,2.466E-28,1.629E-27,2.919E-28,1.4230000000000001E-28,6.140000000000001E-28,6.55E-29,2.536E-29,1.343E-27,1.7110000000000002E-26,0.0,6.7979999999999995E-37,1.4510000000000001E-34,1.772E-32,1.063E-32,1.941E-38,1.977E-34,1.435E-38,2.411E-38,1.255E-37,1.4539999999999999E-37,0.0,9976.0,19.6,0.04154,0.004595,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,1628.0,79100.0,54190.0,39550.0,1.823E7,29240.0,15250.0,17110.0,12100.0,18400.0,0.0,4.575E-36,2.2280000000000002E-36,1.469E-35,1.478E-35,7.377E-37,4.179E-37,8.964E-39,6.784E-39,4.068E-38,2.009E-38,2.08E-35,0.0,0.6847,1.257,2.897,1.508,0.1408,0.04027,0.003743,0.002647,0.01601,0.009798,0.0,0.0,6.702E-6,6.276E-4,8.756E-5,0.9968,9.505E-4,3.806E-4,4.993E-4,5.789E-5,6.065E-4,0.0,0.001136,0.009193,0.008761,0.006097,0.2222,0.01293,0.001578,6.037E-4,0.005393,9.047E-4,
0.0,0.9964,0.003565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1589.0,182.1,165.8,141.3,0.6736,2.827,0.2284,0.1589,1.011,0.3992,0.0,343.6,0.08998,0.7488,0.3985,0.1589,0.1912,0.05224,0.02193,1.879,13.99,0.0,343.6,0.08998,0.7488,0.3985,0.1589,0.1912,0.05224,0.02193,1.879,13.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988,349.3,96.11,31.03,652.0,167.2,4.965,4.011,30.11,3.463,0.0,43.89,1.735,8.817,79.62,33.88,0.03107,0.04864,0.05377,0.01838,0.04248,3.818E-25,7.391E-27,0.0,7.537E-30,2.205E-27,4.844E-24,5.081E-27,2.373E-27,3.008E-27,6.455E-28,4.093E-28,3.2270000000000004E-26,1.4800000000000002E-25,0.0,6.749E-37,1.506E-33,7.475999999999999E-29,4.115E-32,4.898E-32,5.647E-35,1.6010000000000001E-35,2.101E-35,3.3880000000000004E-36,2.631E-35,0.0,9964.0,31.08,0.04154,0.004595,0.0,0.0,0.0,0.0,0.0,0.0,5.64E-4,0.0,1849.0,93040.0,134500.0,49470.0,1.782E7,26120.0,13250.0,14830.0,11560.0,16080.0,0.0,3.912E-36,2.822E-36,1.424E-35,1.503E-35,1.052E-36,6.457E-38,8.662999999999999E-39,7.232E-39,4.03E-38,2.0E-38,2.08E-35,0.0,0.5856,1.357,2.889,1.53,0.1393,0.01815,0.003714,0.002794,0.016,0.009728,0.0,0.0,0.001209,0.006094,9.706E-4,0.9896,8.058E-4,3.226E-4,4.233E-4,4.908E-5,5.142E-4,0.0,0.001425,0.009368,0.009568,0.006198,0.2203,0.0126,0.001525,6.224E-4,0.005355,8.695E-4,
